scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,sub_category_encoded,fund_size_cr_log,expense_ratio_log,cluster,is_top_performer
ITI Small Cap Fund,500,5000,0.44,1015.0,3,Dhimant Shah,2.41,-4.16625,21.23,0.95,1.27,6,ITI Mutual Fund,1,Equity,Small Cap Mutual Funds,6.5,29.4,8.9,35,6.923628628138427,0.3646431135879093,1,0
ITI Ultra Short Duration Fund,500,5000,0.1,119.0,2,Vikrant Mehta,2.87,1.855,12.3,0.86,1.29,2,ITI Mutual Fund,2,Debt,Ultra Short Duration Funds,5.3,18.5,8.9,36,4.787491742782046,0.09531017980432487,1,0
JM Arbitrage Fund,500,5000,0.36,60.0,10,Asit Bhandarkar,-0.31,0.56,0.72,0.55,-0.23,1,JM Financial Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.4,3.7,4.5,1,4.110873864173311,0.3074846997479606,2,0
JM Dynamic Bond Fund,1000,5000,0.63,43.0,10,Gurvinder Singh Wasan,1.64,1.34,1.61,0.65,0.95,2,JM Financial Mutual Fund,4,Debt,Dynamic Bond,4.8,6.0,6.1,10,3.784189633918261,0.48858001481867097,2,0
JM Equity Hybrid Fund,500,5000,1.37,11.0,10,Asit Bhandarkar,3.79,5.95,17.44,1.0,1.4,6,JM Financial Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,8.0,29.5,11.2,0,2.4849066497880004,0.8628899551470398,0,0
JM Flexicap Fund,500,5000,1.62,255.0,10,Gurvinder Singh Wasan,3.67,1.75,16.28,0.9,1.4,6,JM Financial Mutual Fund,4,Equity,Flexi Cap Funds,5.2,30.7,13.8,14,5.545177444479562,0.9631743177730056,0,1
JM Focused Fund,500,5000,1.58,42.0,10,Gurvinder Singh Wasan,2.5,-2.98,16.71,0.93,1.08,6,JM Financial Mutual Fund,1,Equity,Focused Funds,3.1,19.4,8.6,18,3.7612001156935624,0.9477893989335261,0,0
JM Large Cap Fund,500,5000,1.8,44.0,10,Gurvinder Singh Wasan,2.94,-0.69,12.03,0.67,1.2,6,JM Financial Mutual Fund,5,Equity,Large Cap Mutual Funds,1.8,18.3,10.4,22,3.8066624897703196,1.0296194171811581,0,0
JM Liquid Fund,1000,5000,0.15,1426.0,10,Shalini Tibrewala,3.82,1.22,0.36,0.68,0.86,2,JM Financial Mutual Fund,4,Debt,Liquid Mutual Funds,5.6,4.2,5.3,23,7.2633296174768365,0.1397619423751587,4,0
JM Low Duration Fund,1000,5000,0.34,151.0,10,Shalini Tibrewala,12.57,8.463750000000001,11.61,1.19,0.64,2,JM Financial Mutual Fund,4,Debt,Low Duration Funds,5.1,11.5,5.3,24,5.0238805208462765,0.29266961396282,4,0
JM Medium to Long Duration Fund,1000,5000,0.48,19.0,10,Gurvinder Singh Wasan,0.28,0.23,3.03,1.39,0.2,3,JM Financial Mutual Fund,2,Debt,Medium to Long Duration Funds,2.5,4.8,3.1,26,2.995732273553991,0.3920420877760237,2,0
JM Tax Gain Fund,500,500,1.45,70.0,10,Gurvinder Singh Wasan,2.94,0.39,16.56,0.93,1.35,6,JM Financial Mutual Fund,3,Equity,ELSS Mutual Funds,0.9,26.2,12.8,11,4.2626798770413155,0.8960880245566356,0,1
JM Value Fund,500,5000,1.87,163.0,10,Gurvinder Singh Wasan,3.94,4.56,16.13,0.89,1.53,6,JM Financial Mutual Fund,2,Equity,Value Funds,7.7,28.9,12.4,37,5.099866427824199,1.0543120297715298,0,1
Kotak Balanced Advantage Fund,1000,1000,0.48,14279.0,5,Harish Krishnan,4.01,3.56,8.76,0.56,1.59,6,Kotak Mahindra Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.5,18.1,8.9,9,9.566615235893575,0.3920420877760237,4,0
Kotak Banking and PSU Debt Fund,1000,5000,0.37,5256.0,10,Deepak Agrawal,1.87,4.03,2.03,1.45,1.03,3,Kotak Mahindra Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.7,6.7,7.5,2,8.567315800819449,0.31481073984003355,2,0
Kotak Bluechip Fund,100,1000,0.64,5259.0,10,Harish Krishnan,3.48,1.75,15.3,0.91,1.45,6,Kotak Mahindra Mutual Fund,5,Equity,Large Cap Mutual Funds,3.3,26.8,12.6,22,8.567886305731756,0.49469624183610705,3,1
Kotak Bond – Short Term Fund,1000,5000,0.36,12203.0,10,Deepak Agrawal,1.89,4.73,1.76,2.06,1.12,3,Kotak Mahindra Mutual Fund,3,Debt,Short Duration Funds,4.4,6.5,7.2,34,9.40951904583656,0.3074846997479606,4,0
Kotak Bond Fund,1000,5000,0.63,1584.0,10,Abhishek Bisen,0.72,1.47,3.19,1.57,0.6,2,Kotak Mahindra Mutual Fund,3,Debt,Medium to Long Duration Funds,4.1,6.4,7.7,26,7.368339686311381,0.48858001481867097,2,0
Kotak Corporate Bond Fund,1000,5000,0.32,8880.0,10,Deepak Agrawal,2.25,1.73,1.54,0.59,1.23,2,Kotak Mahindra Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.5,6.4,7.1,6,9.091669442258505,0.2776317365982795,4,0
Kotak Credit Risk Fund,1000,5000,0.74,1204.0,10,Deepak Agrawal,0.42,0.82,2.92,-0.4,0.47,5,Kotak Mahindra Mutual Fund,2,Debt,Credit Risk Funds,1.6,5.9,6.4,7,7.094234845924755,0.5538851132264376,2,0
Kotak Debt Hybrid Fund,1000,5000,0.44,1650.0,10,Devender Singhal,3.44,4.79,4.73,0.7,2.06,4,Kotak Mahindra Mutual Fund,5,Hybrid,Conservative Hybrid Mutual Funds,6.1,14.3,10.0,4,7.409136443920128,0.3646431135879093,4,0
Kotak Dynamic Bond Fund,1000,5000,0.4,1992.0,10,Deepak Agrawal,1.0,1.66,2.95,1.32,0.69,3,Kotak Mahindra Mutual Fund,4,Debt,Dynamic Bond,3.9,6.6,7.8,10,7.597396320212795,0.33647223662121295,2,0
Kotak Emerging Equity Fund,100,100,0.49,23962.0,10,Pankaj Tibrewal,3.73,3.18,16.42,0.9,1.82,6,Kotak Mahindra Mutual Fund,4,Equity,Mid Cap Mutual Funds,6.6,34.0,15.2,27,10.084266253072569,0.3987761199573678,3,1
Kotak Equity Arbitrage Fund,1000,5000,0.43,21917.0,10,Hiten Shah,1.46,1.66,0.75,0.54,1.26,1,Kotak Mahindra Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.8,4.9,5.6,1,9.995063496023338,0.35767444427181594,2,0
Kotak Equity Hybrid Fund,1000,5000,0.58,3269.0,8,Pankaj Tibrewal,3.89,7.32,11.76,0.79,1.86,6,Kotak Mahindra Mutual Fund,0,Hybrid,Aggressive Hybrid Mutual Funds,5.0,26.9,12.8,0,8.0925452638913,0.4574248470388754,3,1
Kotak Equity Opportunities – Direct Growth,500,500,0.6,11608.0,10,Harsha Upadhyaya,3.43,4.72,14.62,0.84,1.64,6,Kotak Mahindra Mutual Fund,4,Equity,Large & Mid Cap Funds,6.2,28.8,13.9,21,9.359535938338036,0.4700036292457356,3,1
Kotak Equity Savings Fund,1000,5000,1.02,2097.0,8,Devender Singhal,4.22,4.5,5.64,0.79,1.8,4,Kotak Mahindra Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,6.6,14.4,9.2,12,7.6487397889562425,0.7030975114131134,4,0
Kotak Flexi Cap Fund,500,5000,0.68,35775.0,10,Harsha Upadhyaya,2.7,0.11,15.22,0.88,1.37,6,Kotak Mahindra Mutual Fund,3,Equity,Flexi Cap Funds,3.8,25.0,11.7,14,10.48503255651477,0.5187937934151675,3,0
Kotak Floating Rate Fund,1000,5000,0.22,4796.0,4,Deepak Agrawal,1.86,3.79,2.35,1.03,1.02,2,Kotak Mahindra Mutual Fund,2,Debt,Floater Mutual Funds,4.6,7.0,8.9,15,8.475746001502063,0.1988508587451652,2,0
Kotak Focused Equity Fund,1000,5000,0.51,2447.0,4,Shibani Kurian,2.85,1.39,15.69,0.9,1.44,6,Kotak Mahindra Mutual Fund,3,Equity,Focused Funds,0.5,26.6,8.9,18,7.803026643632217,0.412109650826833,1,0
Kotak Gilt – Invest Plan – Direct Growth,1000,5000,0.41,1699.0,10,Abhishek Bisen,0.81,1.3,3.24,0.7,0.64,2,Kotak Mahindra Mutual Fund,4,Debt,Gilt Mutual Funds,5.2,6.3,8.4,19,7.438383530044307,0.3435897043900769,2,0
Kotak Gilt Invest – PF & Trust Plan – Direct Growth,1000,5000,0.41,1699.0,10,Abhishek Bisen,0.81,1.3,3.23,0.7,0.64,2,Kotak Mahindra Mutual Fund,4,Debt,Gilt Mutual Funds,5.2,6.3,8.4,19,7.438383530044307,0.3435897043900769,2,0
Kotak Gold Fund,1000,5000,0.18,1406.0,10,Abhishek Bisen,1.08,-0.32,13.51,0.97,0.48,5,Kotak Mahindra Mutual Fund,3,Other,FoFs Domestic,14.2,12.2,13.7,16,7.249215057114389,0.16551443847757338,1,1
Kotak India EQ Contra Fund,1000,5000,0.81,1440.0,10,Shibani Kurian,3.35,4.24,15.95,0.92,1.57,6,Kotak Mahindra Mutual Fund,4,Equity,Contra Funds,7.3,29.7,14.2,5,7.273092595999522,0.5933268452777344,3,1
Kotak India Growth Fund,0,5000,0.34,90.0,5,Devender Singhal,3.71,7.67,17.23,0.95,1.75,6,Kotak Mahindra Mutual Fund,0,Equity,Multi Cap Funds,4.8,35.5,15.6,30,4.51085950651685,0.29266961396282,1,1
Kotak Infrastructure & Ecoc. Reform-SP-DirGrowth,1000,5000,1.0,727.0,10,Harish Krishnan,4.55,8.463750000000001,16.65,0.6,2.0,6,Kotak Mahindra Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,23.2,39.7,13.9,33,6.590301048196686,0.6931471805599453,3,1
Kotak Liquid Fund,1000,100,0.15,33220.0,10,Deepak Agrawal,3.68,1.33,0.38,0.76,0.85,3,Kotak Mahindra Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.3,5.3,23,10.410937485062203,0.1397619423751587,4,0
Kotak Low Duration Fund,1000,5000,0.43,7420.0,10,Deepak Agrawal,2.67,2.9,1.3,0.78,1.43,3,Kotak Mahindra Mutual Fund,3,Debt,Low Duration Funds,5.4,6.2,6.9,24,8.912069097970134,0.35767444427181594,4,0
Kotak Medium Term Fund,1000,5000,0.58,1934.0,9,Deepak Agrawal,0.71,2.04,3.41,0.79,0.66,3,Kotak Mahindra Mutual Fund,4,Debt,Medium Duration Funds,4.0,7.0,6.6,25,7.5678626054638825,0.4574248470388754,2,0
Kotak Money Market Fund,0,5000,0.26,14248.0,10,Deepak Agrawal,4.43,2.59,0.51,1.2,1.92,3,Kotak Mahindra Mutual Fund,3,Debt,Money Market Funds,5.6,5.1,6.1,28,9.564442007795789,0.23111172096338664,4,0
Kotak Multi Asset Allocator FoF – Dynamic – Direct Growth,1000,5000,0.13,783.0,10,Devender Singhal,4.33,8.04,10.99,0.7,1.91,5,Kotak Mahindra Mutual Fund,0,Other,FoFs Domestic,11.2,25.0,15.3,16,6.664409020350408,0.12221763272424921,3,1
Kotak Overnight Fund,0,5000,0.07,8999.0,4,Deepak Agrawal,-0.1,0.56,0.35,0.42,-0.02,1,Kotak Mahindra Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,8.9,31,9.104979856318357,0.06765864847381481,2,0
Kotak Savings Fund,1000,5000,0.37,12325.0,10,Deepak Agrawal,4.14,2.57,0.58,1.12,1.85,3,Kotak Mahindra Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.2,6.2,36,9.419466131522189,0.31481073984003355,4,0
Kotak Small Cap Fund,500,500,0.59,8617.0,10,Pankaj Tibrewal,4.06,8.463750000000001,18.26,0.81,1.98,6,Kotak Mahindra Mutual Fund,4,Equity,Small Cap Mutual Funds,-0.7,43.1,17.0,35,9.061608318175784,0.4637340162321401,3,1
Kotak Tax Saver Fund,500,500,0.69,3167.0,10,Harsha Upadhyaya,3.36,4.69,14.44,0.83,1.68,6,Kotak Mahindra Mutual Fund,4,Equity,ELSS Mutual Funds,5.0,28.9,14.4,11,8.060855752934316,0.5247285289349821,3,1
L&T Focused Equity Fund,500,5000,1.09,946.0,4,Venugopal Manghat,2.87,1.855,12.3,0.86,1.29,6,L&T Mutual Fund,3,Equity,Focused Funds,-0.7,33.7,11.3,18,6.853299093186078,0.7371640659767197,0,0
L&T India Large Cap Fund,500,5000,1.49,757.0,10,Venugopal Manghat,2.6,-2.34,16.62,0.97,1.18,6,L&T Mutual Fund,2,Equity,Large Cap Mutual Funds,0.8,33.0,12.1,22,6.630683385642372,0.9122827104766162,0,0
LIC MF Arbitrage Fund,1000,5000,0.31,27.0,4,Jaiprakash Toshniwal,0.67,1.23,0.78,0.6,0.55,1,LIC Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.5,4.4,8.9,1,3.332204510175204,0.27002713721306015,2,0
LIC MF Banking & Fina Serv Fund,1000,5000,1.54,121.0,8,Jaiprakash Toshniwal,2.19,0.9,22.14,0.85,0.97,6,LIC Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,13.9,22.7,8.5,33,4.804021044733257,0.9321640810304452,0,0
LIC MF Banking & PSU Debt Fund,1000,5000,0.28,1190.0,10,Marzban Irani,1.49,3.94,1.53,2.05,0.78,2,LIC Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.2,5.7,6.8,2,7.0825485693553,0.2468600779315258,2,0
LIC MF Bond Fund,1000,5000,0.21,111.0,10,Marzban Irani,0.32,0.23,2.6,1.24,0.22,3,LIC Mutual Fund,2,Debt,Medium to Long Duration Funds,4.4,4.7,6.2,26,4.718498871295094,0.19062035960864973,2,0
LIC MF Children’s Gift Fund,1000,5000,1.86,12.0,10,Karan Desai,2.54,-3.65,13.05,0.9,0.99,6,LIC Mutual Fund,1,Solution Oriented,Childrens Funds,-1.9,17.1,7.6,3,2.5649493574615367,1.0508216248317612,0,0
LIC MF Debt Hybrid Fund,1000,5000,1.34,61.0,10,Karan Desai,2.11,-0.54,4.14,0.61,0.92,4,LIC Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,2.5,8.1,6.7,4,4.127134385045092,0.8501509293696101,0,0
LIC MF Equity Hybrid Fund,1000,5000,1.43,378.0,10,Karan Desai,2.26,-2.85,11.49,0.77,0.99,6,LIC Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,-0.5,15.1,8.3,0,5.937536205082426,0.8878912573524571,0,0
LIC MF Flexi Cap Fund,1000,5000,1.74,383.0,10,Amit Nadekar,2.15,-4.16625,14.27,0.8,1.02,6,LIC Mutual Fund,2,Equity,Flexi Cap Funds,-0.9,18.3,8.8,14,5.950642552587727,1.007957920399979,0,0
LIC MF G-Sec Fund,1000,10000,0.76,46.0,10,Marzban Irani,0.51,0.27,2.23,0.45,0.35,2,LIC Mutual Fund,3,Debt,Gilt Mutual Funds,3.3,4.9,7.7,19,3.8501476017100584,0.5653138090500605,2,0
LIC MF Infrastructure Fund,1000,5000,1.47,90.0,10,Yogesh Patil,3.89,7.11,16.12,0.57,1.56,6,LIC Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,6.7,29.8,11.2,33,4.51085950651685,0.9042181506398859,0,0
LIC MF Large & Mid Cap Fund,1000,5000,0.84,1888.0,8,Yogesh Patil,2.59,0.78,14.89,0.84,1.34,6,LIC Mutual Fund,3,Equity,Large & Mid Cap Funds,-4.3,22.8,10.9,21,7.543802867501509,0.6097655716208943,3,0
LIC MF Large Cap Fund,1000,5000,1.39,648.0,10,Yogesh Patil,2.37,-3.35,15.42,0.88,1.08,6,LIC Mutual Fund,2,Equity,Large Cap Mutual Funds,-3.2,19.7,10.9,22,6.47543271670409,0.8712933659434193,0,0
LIC MF Liquid Fund,1000,5000,0.16,5996.0,10,Rahul Singh,4.72,1.33,0.37,0.73,0.97,3,LIC Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3,23,8.69901462316851,0.1484200051182733,4,0
LIC MF Nifty 50 Index Fund,1000,5000,0.2,53.0,10,Jaiprakash Toshniwal,3.44,-0.85,16.75,1.0,1.3,6,LIC Mutual Fund,3,Other,Index Funds,1.0,25.8,11.7,20,3.9889840465642745,0.18232155679395465,1,0
LIC MF Overnight Fund,1000,5000,0.07,951.0,4,Rahul Singh,0.11,0.57,0.35,0.42,0.02,1,LIC Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,8.9,31,6.858565034791365,0.06765864847381481,2,0
LIC MF S&P BSE Sensex Index Fund,1000,5000,0.38,68.0,10,Jaiprakash Toshniwal,3.4,-1.81,16.89,1.0,1.23,6,LIC Mutual Fund,3,Other,Index Funds,2.2,25.4,12.6,20,4.23410650459726,0.3220834991691133,1,1
LIC MF Savings Fund,1000,5000,0.27,707.0,10,Rahul Singh,4.54,2.95,1.02,1.01,1.57,2,LIC Mutual Fund,3,Debt,Low Duration Funds,5.0,5.9,5.6,24,6.56244409369372,0.23901690047049992,4,0
LIC MF Short Term Debt Fund,1000,5000,0.37,110.0,4,Marzban Irani,1.26,4.66,1.61,2.57,0.76,3,LIC Mutual Fund,2,Debt,Short Duration Funds,3.7,5.7,8.9,34,4.709530201312334,0.31481073984003355,2,0
LIC MF Tax Plan – Direct Growth,500,500,1.47,401.0,10,Amit Nadekar,2.55,-0.72,14.61,0.81,1.25,6,LIC Mutual Fund,2,Equity,ELSS Mutual Funds,-1.9,20.5,9.9,11,5.996452088619021,0.9042181506398859,0,0
LIC MF Ultra Short Term Fund,1000,5000,0.3,40.0,3,Rahul Singh,1.98,1.33,0.39,0.75,0.85,1,LIC Mutual Fund,1,Debt,Ultra Short Duration Funds,5.0,4.5,8.9,36,3.713572066704308,0.262364264467491,2,0
Mahindra Manulife Aggressive Hybrid Fund,500,1000,0.65,615.0,4,Fatema Pacha,3.57,4.52,12.44,0.85,1.62,6,Mahindra Manulife Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,2.7,24.6,8.9,0,6.423246963533519,0.5007752879124893,1,0
Mahindra Manulife Consumption Fund,500,1000,0.82,54.0,4,Abhinav Khandelwal,2.76,0.66,14.14,0.77,1.33,6,Mahindra Manulife Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.7,21.3,8.9,33,4.007333185232471,0.598836501088704,1,0
Mahindra Manulife Dynamic Bond Fund,500,1000,0.51,66.0,5,Rahul Pal,-0.01,-0.19,1.7,0.65,-0.01,3,Mahindra Manulife Mutual Fund,2,Debt,Dynamic Bond,3.4,4.4,8.9,10,4.204692619390966,0.412109650826833,2,0
Mahindra Manulife ELSS Fund,500,500,0.73,525.0,6,Fatema Pacha,3.64,2.66,16.21,0.94,1.53,6,Mahindra Manulife Mutual Fund,3,Equity,ELSS Mutual Funds,2.3,29.3,12.0,11,6.26530121273771,0.5481214085096876,3,0
Mahindra Manulife Equity Savings Fund,500,1000,0.7,418.0,6,Fatema Pacha,3.1,3.84,8.16,1.24,1.56,4,Mahindra Manulife Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,1.7,32.4,13.3,12,6.037870919922137,0.5306282510621704,3,1
Mahindra Manulife Large & Mid Cap Fund,500,1000,0.51,1056.0,3,Manish Lodha,3.07,4.98,15.69,0.88,1.61,6,Mahindra Manulife Mutual Fund,5,Equity,Large & Mid Cap Funds,-1.1,30.4,8.9,21,6.963189985870238,0.412109650826833,1,0
Mahindra Manulife Large Cap Fund,500,1000,0.67,215.0,4,Abhinav Khandelwal,2.71,-1.04,15.36,0.9,1.25,6,Mahindra Manulife Mutual Fund,4,Equity,Large Cap Mutual Funds,0.3,25.7,8.9,22,5.375278407684165,0.5128236264286639,1,0
Mahindra Manulife Liquid Fund,0,1000,0.15,514.0,7,Rahul Pal,5.26,1.41,0.37,0.74,1.15,3,Mahindra Manulife Mutual Fund,5,Debt,Liquid Mutual Funds,5.7,4.5,5.4,23,6.244166900663736,0.1397619423751587,4,0
Mahindra Manulife Low Duration Fund,500,1000,0.37,395.0,6,Rahul Pal,3.11,2.67,0.76,1.07,1.63,3,Mahindra Manulife Mutual Fund,3,Debt,Low Duration Funds,5.2,5.5,6.4,24,5.981414211254481,0.31481073984003355,4,0
Mahindra Manulife Mid Cap Fund,500,1000,0.66,1060.0,5,Abhinav Khandelwal,2.99,-0.01,16.69,0.89,1.57,6,Mahindra Manulife Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.7,31.0,14.7,27,6.966967138613983,0.5068176023684519,3,1
Mahindra Manulife Multi Cap Fund,500,1000,0.49,1515.0,6,Fatema Pacha,2.87,4.41,17.39,0.98,1.58,6,Mahindra Manulife Mutual Fund,0,Equity,Multi Cap Funds,1.2,32.6,15.8,30,7.323830566202317,0.3987761199573678,3,1
Mahindra Manulife Overnight Fund,0,1000,0.12,345.0,4,Rahul Pal,0.52,0.61,0.34,0.43,0.1,1,Mahindra Manulife Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,8.9,31,5.846438775057725,0.11332868530700317,2,0
Mahindra Manulife Short Duration Fund,500,1000,0.29,43.0,2,Rahul Pal,2.87,1.855,12.3,0.86,1.29,3,Mahindra Manulife Mutual Fund,3,Debt,Short Duration Funds,4.4,18.5,8.9,34,3.784189633918261,0.2546422183735807,1,0
Mahindra Manulife Ultra Short Duration Fund,500,1000,0.35,170.0,3,Rahul Pal,3.72,2.38,0.56,1.05,1.74,2,Mahindra Manulife Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.1,8.9,36,5.14166355650266,0.3001045924503381,4,0
Mirae Asset Banking and PSU Debt Fund,1000,5000,0.34,89.0,3,Basant Bafna,2.87,1.855,12.3,0.86,1.29,2,Mirae Asset Mutual Fund,3,Debt,Banking and PSU Mutual Funds,3.7,18.5,8.9,2,4.499809670330265,0.29266961396282,1,0
Mirae Asset Cash Management Fund,1000,5000,0.17,5983.0,10,Abhishek Iyer,6.12,1.3,0.37,0.7,1.0,2,Mirae Asset Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,23,8.696844519654313,0.15700374880966478,4,0
Mirae Asset Corporate Bond Fund,1000,5000,0.46,57.0,2,Mahendra Jajoo,2.87,1.855,12.3,0.86,1.29,2,Mirae Asset Mutual Fund,3,Debt,Corporate Bond Mutual Funds,3.7,18.5,8.9,6,4.060443010546419,0.3784364357202451,1,0
Mirae Asset Dynamic Bond Fund,1000,5000,0.18,213.0,6,Amit Modani,0.22,0.15,2.49,1.14,0.19,3,Mirae Asset Mutual Fund,2,Debt,Dynamic Bond,2.8,4.5,7.2,10,5.365976015021851,0.16551443847757338,2,0
Mirae Asset Emerging Bluechip Fund,1000,5000,0.68,23394.0,10,Neelesh Surana,3.42,3.14,16.51,0.95,1.51,6,Mirae Asset Mutual Fund,5,Equity,Large & Mid Cap Funds,-1.2,29.4,15.1,21,10.060277603300317,0.5187937934151675,3,1
Mirae Asset Equity Savings Fund,1000,5000,0.43,573.0,4,Harshad Borawake,4.03,4.3,7.17,1.06,1.66,4,Mirae Asset Mutual Fund,5,Hybrid,Equity Savings Mutual Funds,3.7,16.1,8.9,12,6.352629396319567,0.35767444427181594,4,0
Mirae Asset Focused Fund,1000,5000,0.59,8615.0,4,Gaurav Misra,3.4,2.4,16.34,0.92,1.47,6,Mirae Asset Mutual Fund,4,Equity,Focused Funds,-4.9,28.4,8.9,18,9.061376218836225,0.4637340162321401,3,0
Mirae Asset Great Consumer Fund,1000,5000,0.5,1989.0,10,Ankit Jain,3.41,6.38,13.39,0.7,1.68,6,Mirae Asset Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.1,27.2,14.0,33,7.595889917718538,0.4054651081081644,3,1
Mirae Asset Healthcare Fund,1000,5000,0.52,1505.0,5,Vrijesh Kasera,2.23,2.95,21.5,0.99,1.0,6,Mirae Asset Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-10.7,25.0,8.9,33,7.317212408359839,0.41871033485818504,1,0
Mirae Asset Hybrid – Equity Fund,1000,5000,0.36,6952.0,8,Harshad Borawake,3.27,1.95,12.26,0.84,1.42,6,Mirae Asset Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.7,21.9,12.2,0,8.846928500099018,0.3074846997479606,3,1
Mirae Asset Large Cap Fund,1000,5000,0.53,32910.0,10,Gaurav Misra,3.55,0.41,15.64,0.92,1.36,6,Mirae Asset Mutual Fund,3,Equity,Large Cap Mutual Funds,0.6,25.3,12.1,22,10.401562227376685,0.4252677354043441,3,0
Mirae Asset Midcap Fund,1000,5000,0.58,8753.0,4,Ankit Jain,3.44,2.67,16.86,0.92,1.76,6,Mirae Asset Mutual Fund,4,Equity,Mid Cap Mutual Funds,1.2,35.0,8.9,27,9.07726601775084,0.4574248470388754,3,0
Mirae Asset Money Market Fund,1000,5000,0.25,59.0,2,Basant Bafna,2.87,1.855,12.3,0.86,1.29,2,Mirae Asset Mutual Fund,3,Debt,Money Market Funds,5.3,18.5,8.9,28,4.0943445622221,0.22314355131420976,1,0
Mirae Asset Overnight Fund,1000,5000,0.11,632.0,3,Abhishek Iyer,1.26,0.67,0.34,0.45,0.2,1,Mirae Asset Mutual Fund,5,Debt,Overnight Mutual Funds,5.4,3.9,8.9,31,6.450470422144176,0.10436001532424277,2,0
Mirae Asset Savings Fund,1000,5000,0.37,606.0,10,Kruti Chheta,3.29,2.65,0.86,1.03,1.47,2,Mirae Asset Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,5.9,24,6.408528791059498,0.31481073984003355,4,0
Mirae Asset Short Term Fund,1000,5000,0.31,406.0,5,Basant Bafna,1.74,4.26,1.46,2.04,1.05,2,Mirae Asset Mutual Fund,3,Debt,Short Duration Funds,4.5,6.1,6.7,34,6.008813185442595,0.27002713721306015,2,0
Mirae Asset Tax Saver Fund,500,500,0.54,14043.0,7,Neelesh Surana,3.73,2.58,16.81,0.98,1.52,6,Mirae Asset Mutual Fund,5,Equity,ELSS Mutual Funds,0.6,30.3,15.3,11,9.549950537288323,0.43178241642553783,3,1
Mirae Asset Ultra Short Duration Fund,1000,5000,0.29,284.0,2,Basant Bafna,2.87,1.855,12.3,0.86,1.29,2,Mirae Asset Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,18.5,8.9,36,5.652489180268651,0.2546422183735807,1,0
Motilal Oswal Balance Advantage Fund,500,500,1.19,667.0,6,Santosh Singh,1.13,-4.16625,10.32,0.62,0.62,6,Motilal Oswal Mutual Fund,1,Hybrid,Dynamic Asset Allocation or Balanced Advantage,0.3,9.9,5.6,9,6.504288173536645,0.7839015438284094,0,0
Motilal Oswal Equity Hybrid Fund,500,500,0.94,385.0,5,Siddharth Bothra,2.63,-1.13,11.94,0.82,1.16,6,Motilal Oswal Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3,0,5.955837369464831,0.6626879730752367,3,1
Motilal Oswal Flexi Cap Fund,500,500,0.97,8332.0,9,Siddharth Bothra,1.98,-4.16625,15.5,0.86,0.9,6,Motilal Oswal Mutual Fund,1,Equity,Flexi Cap Funds,-1.6,16.4,4.9,14,9.027978814382207,0.6780335427498971,0,0
Motilal Oswal Focused Fund,500,500,1.0,1643.0,10,Siddharth Bothra,2.1,-4.16625,16.36,0.94,1.01,6,Motilal Oswal Mutual Fund,2,Equity,Focused Funds,2.6,20.4,10.6,18,7.404887575616125,0.6931471805599453,0,0
Motilal Oswal Large and Midcap Fund,500,500,0.73,1415.0,3,Aditya Khemani,3.17,5.27,15.94,0.85,1.55,6,Motilal Oswal Mutual Fund,3,Equity,Large & Mid Cap Funds,10.7,28.9,8.9,21,7.255591274253665,0.5481214085096876,0,0
